customer_id,first_name,last_name,email,phone,tier_id,join_date,birth_date,newsletter_opt_in,notes,zip_code,referral_source,email_campaign_aug2023,loyalty_prompt_2024,upgrade_offer_sent
64,Brianna,Suzuki,brianna.suzuki@email.com,202-555-3044,3.0,2023-03-09,1974-02-21,False,,20002,event,control,,True
235,Elizabeth,Jimenez,elizabeth.jimenez@email.com,202-555-3215,1.0,2023-03-20,1970-11-20,False,,22207,yelp,control,not_prompted,True
20,Carter,Collins,carter.collins@email.com,202-555-3000,1.0,2023-03-11,1966-05-07,True,,20020,yelp,control,not_prompted,True
166,Stella,Knight,stella.knight@email.com,202-555-3146,2.0,2023-03-14,1981-03-02,True,,20001,walk_by,treatment,not_prompted,True
217,Patrick,Stewart,patrick.stewart@email.com,202-555-3197,3.0,2023-03-27,1985-07-04,True,,22203,walk_by,control,,True
183,Jasmine,Phillips,jasmine.phillips@email.com,202-555-3163,2.0,2023-02-21,1967-12-28,False,,22207,friend_referral,treatment,,True
105,Diego,Fox,diego.fox@email.com,202-555-3085,2.0,2023-03-19,1996-12-13,False,,20015,google,control,prompted,True
53,Valentina,Matthews,valentina.matthews@email.com,202-555-3033,3.0,2023-03-29,1983-08-05,False,,20018,friend_referral,,,True
238,Colin,Rivera,colin.rivera@email.com,202-555-3218,3.0,2023-04-09,2001-05-10,False,,20015,walk_by,control,,True
110,Elena,Grant,elena.grant@email.com,202-555-3090,4.0,2023-04-13,1996-11-01,False,,20005,walk_by,control,,True
77,Luis,Jackson,luis.jackson@email.com,202-555-3057,2.0,2023-04-13,1975-02-21,True,,20001,google,treatment,,True
42,Stephen,Jimenez,stephen.jimenez@email.com,202-555-3022,3.0,2023-04-13,1963-09-04,False,,22302,yelp,control,,True
27,Rachel,Kennedy,rachel.kennedy@email.com,202-555-3007,4.0,2023-04-08,2001-03-20,False,,22203,event,control,,True
60,Maria,Hunt,maria.hunt@email.com,202-555-3040,1.0,2023-04-07,1985-11-20,True,,22314,yelp,control,prompted,True
180,Aaliyah,Lewis,aaliyah.lewis@email.com,202-555-3160,1.0,2023-03-28,1964-08-04,False,,20912,walk_by,treatment,prompted,True
59,Samuel,Ortiz,samuel.ortiz@email.com,202-555-3039,2.0,2023-04-25,1996-06-19,True,,22314,walk_by,treatment,,True
76,Ethan,Nelson,ethan.nelson@email.com,202-555-3056,3.0,2023-04-11,1975-07-13,True,,20019,instagram,control,,True
84,Emily,Hill,emily.hill@email.com,202-555-3064,2.0,2023-03-16,1962-08-06,False,,22301,friend_referral,control,prompted,True
184,Justin,Gray,justin.gray@email.com,202-555-3164,2.0,2023-04-27,1997-08-19,True,,22304,friend_referral,control,not_prompted,True
40,Grant,Webb,grant.webb@email.com,202-555-3020,1.0,2023-05-06,1966-04-15,False,,20003,google,,not_prompted,True
177,James,Reeves,james.reeves@email.com,202-555-3157,2.0,2023-11-08,1958-06-03,True,,22203,friend_referral,,prompted,True
168,Samantha,Jimenez,samantha.jimenez@email.com,202-555-3148,1.0,2023-11-19,1960-05-15,True,,20036,friend_referral,,not_prompted,True
155,Rosa,Romero,rosa.romero@email.com,202-555-3135,3.0,2023-12-23,1962-07-05,False,,20009,yelp,,,True
181,Robert,Patterson,robert.patterson@email.com,202-555-3161,3.0,2023-12-28,1995-01-17,True,,20015,event,,,True
139,Ethan,Anderson,ethan.anderson@email.com,202-555-3119,2.0,2024-01-05,1961-12-21,False,,20007,event,,not_prompted,True
136,Carlos,Nakamura,carlos.nakamura@email.com,202-555-3116,1.0,2023-11-26,1981-10-13,True,,20814,walk_by,,prompted,True
150,Imani,Lewis,imani.lewis@email.com,202-555-3130,2.0,2024-01-26,1982-09-03,False,,20005,event,,not_prompted,True
151,Jesse,Miller,jesse.miller@email.com,202-555-3131,2.0,2024-02-27,1998-12-02,True,,20912,google,,not_prompted,True
141,Peter,Wallace,peter.wallace@email.com,202-555-3121,4.0,2024-05-01,1968-09-02,True,,22207,friend_referral,,,True
169,Brianna,Taylor,brianna.taylor@email.com,202-555-3149,2.0,2024-04-30,1964-09-03,False,,20019,yelp,,,True
145,Julian,Hansen,julian.hansen@email.com,202-555-3125,1.0,2024-05-31,1967-05-23,False,,20019,instagram,,prompted,True
144,Emma,Stewart,emma.stewart@email.com,202-555-3124,2.0,2024-06-06,1998-05-12,True,,20019,friend_referral,,,True
140,Colin,Bell,colin.bell@email.com,202-555-3120,3.0,2024-07-01,1984-04-10,True,,20010,walk_by,,,True
87,Zachary,Warren,zachary.warren@email.com,202-555-3067,3.0,2024-08-01,1993-09-20,False,,22304,instagram,,,True
146,Rachel,Santos,rachel.santos@email.com,202-555-3126,,2023-12-28,1982-01-27,False,,,friend_referral,,not_prompted,False
74,William,Murphy,william.murphy@email.com,202-555-3054,3.0,2023-02-12,1997-03-11,False,,,walk_by,treatment,,True
26,Mila,Mitchell,mila.mitchell@email.com,202-555-3006,1.0,2023-04-23,1973-03-07,True,,,friend_referral,control,not_prompted,True
